reading_id,station_id,model_name,predicted_label,confidence_score,response_time_ms,timestamp
9613,ST-07,leak_detector,leak,0.873,39.4,2026-09-08 11:09:01.731
9614,ST-03,pressure_drop_predictor,stable,0.919,62.2,2026-09-08 11:09:01.757
9615,ST-08,leak_detector,normal,0.847,31.7,2026-09-08 11:09:01.783
9616,ST-09,leak_detector,leak,0.768,32.2,2026-09-08 11:09:01.809
9617,ST-08,leak_detector,normal,0.959,42.7,2026-09-08 11:09:01.836
9618,ST-03,leak_detector,normal,0.73,21.5,2026-09-08 11:09:01.862
9619,ST-07,demand_forecaster,4109,0.559,101.6,2026-09-08 11:09:01.888
9620,ST-05,demand_forecaster,1978,0.727,73.0,2026-09-08 11:09:01.914
9621,ST-02,pressure_drop_predictor,stable,0.83,42.4,2026-09-08 11:09:01.940
9622,ST-01,leak_detector,leak,0.914,32.5,2026-09-08 11:09:01.966
9623,ST-10,leak_detector,normal,0.835,42.4,2026-09-08 11:09:01.992
9624,ST-09,leak_detector,normal,0.831,38.7,2026-09-08 11:09:02.018
9625,ST-05,demand_forecaster,1906,0.558,71.6,2026-09-08 11:09:02.044
9626,ST-03,pressure_drop_predictor,stable,0.604,35.5,2026-09-08 11:09:02.070
9627,ST-03,leak_detector,leak,0.832,26.3,2026-09-08 11:09:02.096
9628,ST-06,demand_forecaster,1135,0.825,75.0,2026-09-08 11:09:02.122
9629,ST-08,pressure_drop_predictor,stable,0.815,48.6,2026-09-08 11:09:02.149
9630,ST-01,demand_forecaster,4795,0.609,93.5,2026-09-08 11:09:02.175
9631,ST-06,demand_forecaster,3772,0.538,63.5,2026-09-08 11:09:02.200
9632,ST-04,pressure_drop_predictor,drop,0.565,57.5,2026-09-08 11:09:02.226
9633,ST-04,pressure_drop_predictor,drop,0.66,68.9,2026-09-08 11:09:02.278
9634,ST-05,demand_forecaster,349,0.786,81.5,2026-09-08 11:09:02.304
9635,ST-08,leak_detector,normal,0.846,37.3,2026-09-08 11:09:02.331
9636,ST-09,pressure_drop_predictor,stable,0.774,45.2,2026-09-08 11:09:02.357
9637,ST-03,pressure_drop_predictor,stable,0.587,51.6,2026-09-08 11:09:02.383
9638,ST-10,demand_forecaster,4164,0.791,88.7,2026-09-08 11:09:02.409
9639,ST-10,demand_forecaster,160,0.738,92.4,2026-09-08 11:09:02.435
9640,ST-10,demand_forecaster,3522,0.788,56.3,2026-09-08 11:09:02.461
9641,ST-05,leak_detector,normal,1,28.2,2026-09-08 11:09:02.487
9642,ST-06,leak_detector,normal,0.921,32.3,2026-09-08 11:09:02.513
9643,ST-08,leak_detector,normal,0.77,32.9,2026-09-08 11:09:02.539
9644,ST-07,pressure_drop_predictor,stable,0.678,50.5,2026-09-08 11:09:02.566
9645,ST-03,leak_detector,normal,0.905,27.1,2026-09-08 11:09:02.592
9646,ST-07,demand_forecaster,4164,0.69,82.0,2026-09-08 11:09:02.618
9647,ST-08,pressure_drop_predictor,stable,0.846,51.3,2026-09-08 11:09:02.645
9648,ST-05,pressure_drop_predictor,drop,0.702,67.8,2026-09-08 11:09:02.670
9649,ST-06,demand_forecaster,3591,0.88,101.5,2026-09-08 11:09:02.696
9650,ST-07,pressure_drop_predictor,stable,0.808,69.4,2026-09-08 11:09:02.722
9651,ST-10,leak_detector,normal,0.79,26.2,2026-09-08 11:09:02.749
9652,ST-07,pressure_drop_predictor,drop,0.783,76.4,2026-09-08 11:09:02.775
9653,ST-03,pressure_drop_predictor,drop,0.713,59.8,2026-09-08 11:09:02.800
9654,ST-06,demand_forecaster,1222,0.703,64.6,2026-09-08 11:09:02.826
9655,ST-10,leak_detector,normal,0.882,42.0,2026-09-08 11:09:02.852
9656,ST-07,demand_forecaster,1060,0.724,62.7,2026-09-08 11:09:02.878
9657,ST-07,pressure_drop_predictor,stable,0.866,52.3,2026-09-08 11:09:02.904
9658,ST-01,pressure_drop_predictor,drop,0.756,54.4,2026-09-08 11:09:02.930
9659,ST-07,leak_detector,leak,0.833,35.4,2026-09-08 11:09:02.956
9660,ST-06,pressure_drop_predictor,drop,0.668,57.8,2026-09-08 11:09:02.982
9661,ST-05,demand_forecaster,1571,0.761,63.0,2026-09-08 11:09:03.008
9662,ST-01,pressure_drop_predictor,drop,0.871,56.6,2026-09-08 11:09:03.034
9663,ST-09,leak_detector,leak,0.786,26.8,2026-09-08 11:09:03.060
9664,ST-05,demand_forecaster,794,0.676,73.2,2026-09-08 11:09:03.086
9665,ST-07,leak_detector,leak,0.923,43.4,2026-09-08 11:09:03.112
9666,ST-10,leak_detector,normal,0.804,33.8,2026-09-08 11:09:03.137
9667,ST-09,pressure_drop_predictor,drop,0.846,48.4,2026-09-08 11:09:03.163
9668,ST-02,pressure_drop_predictor,drop,0.752,68.2,2026-09-08 11:09:03.189
9669,ST-07,pressure_drop_predictor,stable,0.927,60.0,2026-09-08 11:09:03.215
9670,ST-03,demand_forecaster,950,0.653,106.5,2026-09-08 11:09:03.241
9671,ST-07,demand_forecaster,4374,0.916,89.2,2026-09-08 11:09:03.267
9672,ST-03,demand_forecaster,80,0.74,78.5,2026-09-08 11:09:03.294
9673,ST-05,pressure_drop_predictor,drop,0.984,39.6,2026-09-08 11:09:03.319
9674,ST-10,pressure_drop_predictor,drop,0.689,63.7,2026-09-08 11:09:03.346
9675,ST-09,pressure_drop_predictor,stable,0.713,74.7,2026-09-08 11:09:03.372
9676,ST-06,demand_forecaster,4832,0.832,86.3,2026-09-08 11:09:03.399
9677,ST-05,demand_forecaster,244,0.871,92.1,2026-09-08 11:09:03.425
9678,ST-10,demand_forecaster,1278,0.552,71.4,2026-09-08 11:09:03.451
9679,ST-09,demand_forecaster,2681,0.612,74.4,2026-09-08 11:09:03.477
9680,ST-02,pressure_drop_predictor,drop,0.824,63.3,2026-09-08 11:09:03.503
9681,ST-01,demand_forecaster,2,0.508,87.5,2026-09-08 11:09:03.529
9682,ST-09,leak_detector,normal,0.911,35.1,2026-09-08 11:09:03.556
9683,ST-10,pressure_drop_predictor,stable,0.779,50.2,2026-09-08 11:09:03.582
9684,ST-08,leak_detector,normal,0.863,51.0,2026-09-08 11:09:03.608
9685,ST-04,pressure_drop_predictor,stable,0.815,64.4,2026-09-08 11:09:03.634
9686,ST-08,demand_forecaster,3694,0.706,80.9,2026-09-08 11:09:03.660
9687,ST-05,leak_detector,normal,0.959,33.6,2026-09-08 11:09:03.686
9688,ST-02,pressure_drop_predictor,stable,0.736,57.6,2026-09-08 11:09:03.712
9689,ST-03,demand_forecaster,3354,0.876,48.3,2026-09-08 11:09:03.738
9690,ST-09,leak_detector,leak,0.894,35.6,2026-09-08 11:09:03.764
9691,ST-06,leak_detector,normal,1,24.0,2026-09-08 11:09:03.790
9692,ST-08,pressure_drop_predictor,drop,0.656,47.6,2026-09-08 11:09:03.816
9693,ST-02,pressure_drop_predictor,drop,0.782,54.1,2026-09-08 11:09:03.842
9694,ST-02,leak_detector,leak,0.892,32.5,2026-09-08 11:09:03.868
9696,ST-01,demand_forecaster,2943,0.731,85.5,2026-09-08 11:09:03.920
9697,ST-07,demand_forecaster,64,0.693,74.2,2026-09-08 11:09:03.946
9698,ST-05,demand_forecaster,1238,0.769,101.3,2026-09-08 11:09:03.972
9699,ST-07,leak_detector,normal,0.823,38.2,2026-09-08 11:09:03.999
9700,ST-03,demand_forecaster,763,0.621,96.5,2026-09-08 11:09:04.024
9701,ST-09,pressure_drop_predictor,drop,0.822,34.7,2026-09-08 11:09:04.050
9702,ST-03,leak_detector,normal,0.9,37.3,2026-09-08 11:09:04.076
9703,ST-02,pressure_drop_predictor,drop,0.86,56.5,2026-09-08 11:09:04.103
9704,ST-03,leak_detector,leak,0.857,28.9,2026-09-08 11:09:04.129
9705,ST-09,demand_forecaster,471,0.569,61.8,2026-09-08 11:09:04.155
9706,ST-03,leak_detector,normal,0.894,34.6,2026-09-08 11:09:04.182
9707,ST-03,leak_detector,normal,0.915,39.6,2026-09-08 11:09:04.208
9708,ST-03,pressure_drop_predictor,drop,0.816,71.8,2026-09-08 11:09:04.234
9709,ST-08,leak_detector,normal,0.96,36.5,2026-09-08 11:09:04.260
9710,ST-06,pressure_drop_predictor,drop,0.865,67.3,2026-09-08 11:09:04.287
9711,ST-06,demand_forecaster,1611,0.652,80.6,2026-09-08 11:09:04.313
9712,ST-02,demand_forecaster,4613,0.712,77.5,2026-09-08 11:09:04.339
9713,ST-03,leak_detector,normal,0.83,38.7,2026-09-08 11:09:04.365
9714,ST-08,demand_forecaster,3910,0.754,74.1,2026-09-08 11:09:04.391
9715,ST-10,leak_detector,leak,0.923,36.9,2026-09-08 11:09:04.417
9716,ST-04,demand_forecaster,2323,0.68,68.3,2026-09-08 11:09:04.443
9717,ST-09,demand_forecaster,1739,0.714,102.7,2026-09-08 11:09:04.469
9718,ST-03,demand_forecaster,1765,0.659,74.3,2026-09-08 11:09:04.495
9719,ST-02,pressure_drop_predictor,stable,0.907,65.4,2026-09-08 11:09:04.521
9720,ST-03,demand_forecaster,1409,0.483,103.0,2026-09-08 11:09:04.547
9721,ST-04,leak_detector,normal,0.833,31.6,2026-09-08 11:09:04.573
9722,ST-09,leak_detector,normal,0.74,46.2,2026-09-08 11:09:04.599
9723,ST-06,demand_forecaster,180,0.811,62.0,2026-09-08 11:09:04.625
9724,ST-01,pressure_drop_predictor,stable,0.805,55.2,2026-09-08 11:09:04.651
9725,ST-02,demand_forecaster,4048,0.743,85.0,2026-09-08 11:09:04.677
9726,ST-10,leak_detector,normal,0.74,28.0,2026-09-08 11:09:04.703
9727,ST-08,demand_forecaster,126,0.663,98.0,2026-09-08 11:09:04.729
9728,ST-04,leak_detector,normal,0.893,31.2,2026-09-08 11:09:04.755
9729,ST-05,demand_forecaster,4450,0.545,43.8,2026-09-08 11:09:04.780
9730,ST-04,leak_detector,normal,0.875,40.0,2026-09-08 11:09:04.807
9731,ST-05,demand_forecaster,864,0.751,68.1,2026-09-08 11:09:04.833
9732,ST-07,demand_forecaster,2062,0.634,76.8,2026-09-08 11:09:04.859
9733,ST-05,pressure_drop_predictor,drop,0.79,57.5,2026-09-08 11:09:04.885
9734,ST-09,leak_detector,normal,0.938,43.2,2026-09-08 11:09:04.911
9735,ST-06,pressure_drop_predictor,drop,0.91,51.2,2026-09-08 11:09:04.937
9736,ST-05,pressure_drop_predictor,stable,0.839,58.2,2026-09-08 11:09:04.964
9737,ST-07,demand_forecaster,1437,0.642,94.5,2026-09-08 11:09:04.990
9738,ST-03,leak_detector,normal,0.746,30.5,2026-09-08 11:09:05.016
9739,ST-06,demand_forecaster,4519,0.703,74.2,2026-09-08 11:09:05.042
9740,ST-07,pressure_drop_predictor,stable,0.768,55.1,2026-09-08 11:09:05.068
9741,ST-04,demand_forecaster,2860,0.797,81.2,2026-09-08 11:09:05.094
9742,ST-05,demand_forecaster,4658,0.792,83.1,2026-09-08 11:09:05.120
9743,ST-06,pressure_drop_predictor,drop,0.828,74.4,2026-09-08 11:09:05.146
9744,ST-09,leak_detector,leak,0.842,42.8,2026-09-08 11:09:05.172
9745,ST-02,leak_detector,normal,0.759,34.5,2026-09-08 11:09:05.198
9746,ST-06,pressure_drop_predictor,drop,0.82,38.2,2026-09-08 11:09:05.224
9747,ST-03,demand_forecaster,3989,0.579,98.3,2026-09-08 11:09:05.250
9748,ST-01,leak_detector,normal,0.848,21.9,2026-09-08 11:09:05.276
9749,ST-02,pressure_drop_predictor,drop,0.891,38.4,2026-09-08 11:09:05.302
9750,ST-02,demand_forecaster,3978,0.856,87.8,2026-09-08 11:09:05.328
9751,ST-01,pressure_drop_predictor,stable,0.729,62.2,2026-09-08 11:09:05.354
9752,ST-05,leak_detector,leak,0.951,24.8,2026-09-08 11:09:05.380
9753,ST-03,demand_forecaster,3610,0.567,81.4,2026-09-08 11:09:05.405
9754,ST-03,demand_forecaster,309,0.605,85.9,2026-09-08 11:09:05.432
9755,ST-02,pressure_drop_predictor,stable,0.844,62.4,2026-09-08 11:09:05.458
9756,ST-06,pressure_drop_predictor,drop,0.701,59.1,2026-09-08 11:09:05.484
9757,ST-07,leak_detector,normal,0.895,40.1,2026-09-08 11:09:05.510
9758,ST-08,demand_forecaster,1528,0.624,94.0,2026-09-08 11:09:05.536
9759,ST-02,demand_forecaster,549,0.64,77.4,2026-09-08 11:09:05.562
9760,ST-07,demand_forecaster,3650,0.773,68.0,2026-09-08 11:09:05.588
9761,ST-09,pressure_drop_predictor,drop,0.857,51.0,2026-09-08 11:09:05.613
9762,ST-03,leak_detector,normal,0.855,33.2,2026-09-08 11:09:05.639
9763,ST-03,pressure_drop_predictor,drop,0.737,44.5,2026-09-08 11:09:05.666
9764,ST-10,leak_detector,leak,0.824,47.2,2026-09-08 11:09:05.692
9766,ST-03,pressure_drop_predictor,stable,0.6,52.4,2026-09-08 11:09:05.743
9767,ST-02,pressure_drop_predictor,stable,0.66,61.2,2026-09-08 11:09:05.769
9768,ST-06,pressure_drop_predictor,stable,0.427,56.9,2026-09-08 11:09:05.796
9769,ST-02,leak_detector,leak,0.94,31.8,2026-09-08 11:09:05.822
9770,ST-10,leak_detector,normal,0.959,36.3,2026-09-08 11:09:05.849
9771,ST-06,demand_forecaster,2547,0.601,75.7,2026-09-08 11:09:05.875
9772,ST-09,demand_forecaster,2738,0.654,72.1,2026-09-08 11:09:05.901
9773,ST-07,leak_detector,leak,0.909,28.3,2026-09-08 11:09:05.927
9774,ST-06,pressure_drop_predictor,drop,0.843,47.6,2026-09-08 11:09:05.953
9775,ST-06,leak_detector,normal,0.93,25.1,2026-09-08 11:09:05.979
9776,ST-10,pressure_drop_predictor,stable,0.762,72.2,2026-09-08 11:09:06.006
9777,ST-01,demand_forecaster,4139,0.691,92.6,2026-09-08 11:09:06.032
9778,ST-01,demand_forecaster,4372,0.692,88.1,2026-09-08 11:09:06.058
9779,ST-09,demand_forecaster,4248,0.512,83.5,2026-09-08 11:09:06.084
9780,ST-05,leak_detector,normal,0.981,38.5,2026-09-08 11:09:06.109
9781,ST-06,leak_detector,normal,0.857,41.3,2026-09-08 11:09:06.136
9782,ST-07,leak_detector,leak,0.869,33.2,2026-09-08 11:09:06.162
9783,ST-04,pressure_drop_predictor,drop,0.758,42.3,2026-09-08 11:09:06.187
9784,ST-08,pressure_drop_predictor,stable,0.723,46.0,2026-09-08 11:09:06.214
9785,ST-10,demand_forecaster,830,0.707,59.3,2026-09-08 11:09:06.240
9786,ST-03,demand_forecaster,477,0.686,80.8,2026-09-08 11:09:06.266
9787,ST-09,leak_detector,leak,0.913,36.6,2026-09-08 11:09:06.292
9788,ST-07,demand_forecaster,415,0.726,77.9,2026-09-08 11:09:06.318
9789,ST-04,leak_detector,normal,0.964,31.7,2026-09-08 11:09:06.344
9790,ST-10,demand_forecaster,2864,0.761,90.7,2026-09-08 11:09:06.370
9791,ST-03,leak_detector,normal,0.972,30.2,2026-09-08 11:09:06.396
9792,ST-10,pressure_drop_predictor,stable,0.663,62.9,2026-09-08 11:09:06.422
9793,ST-05,demand_forecaster,4093,0.498,67.3,2026-09-08 11:09:06.449
9794,ST-06,pressure_drop_predictor,drop,0.838,55.7,2026-09-08 11:09:06.475
9795,ST-04,demand_forecaster,3748,0.629,104.3,2026-09-08 11:09:06.501
9796,ST-04,pressure_drop_predictor,stable,0.752,59.5,2026-09-08 11:09:06.527
9797,ST-09,demand_forecaster,2122,0.847,60.1,2026-09-08 11:09:06.553
9798,ST-01,leak_detector,leak,0.891,27.3,2026-09-08 11:09:06.579
9799,ST-04,pressure_drop_predictor,drop,0.774,55.7,2026-09-08 11:09:06.605
9800,ST-05,demand_forecaster,2752,0.655,69.6,2026-09-08 11:09:06.630
9801,ST-07,pressure_drop_predictor,stable,0.902,47.1,2026-09-08 11:09:06.657
9802,ST-07,pressure_drop_predictor,stable,0.782,38.6,2026-09-08 11:09:06.683
9803,ST-10,leak_detector,normal,0.812,38.3,2026-09-08 11:09:06.709
9804,ST-10,pressure_drop_predictor,drop,0.732,60.7,2026-09-08 11:09:06.735
9805,ST-08,demand_forecaster,3014,0.71,88.7,2026-09-08 11:09:06.760
9806,ST-08,demand_forecaster,114,0.622,94.6,2026-09-08 11:09:06.786
9807,ST-08,leak_detector,normal,0.896,47.9,2026-09-08 11:09:06.813
9808,ST-06,leak_detector,normal,0.842,33.7,2026-09-08 11:09:06.839
9809,ST-09,demand_forecaster,1677,0.735,76.1,2026-09-08 11:09:06.865
9810,ST-06,demand_forecaster,2394,0.724,77.7,2026-09-08 11:09:06.891
9811,ST-04,pressure_drop_predictor,stable,0.759,60.5,2026-09-08 11:09:06.917
9812,ST-08,pressure_drop_predictor,stable,0.758,54.8,2026-09-08 11:09:06.943
9813,ST-06,leak_detector,leak,0.954,44.8,2026-09-08 11:09:06.969
9814,ST-09,demand_forecaster,1061,0.644,91.4,2026-09-08 11:09:06.995
9815,ST-06,demand_forecaster,4454,0.669,88.0,2026-09-08 11:09:07.021
9816,ST-08,pressure_drop_predictor,drop,0.789,56.7,2026-09-08 11:09:07.047
9817,ST-10,leak_detector,normal,0.842,54.1,2026-09-08 11:09:07.073
9818,ST-04,demand_forecaster,943,0.89,72.0,2026-09-08 11:09:07.099
9819,ST-01,leak_detector,leak,0.836,39.5,2026-09-08 11:09:07.125
9820,ST-02,demand_forecaster,52,0.792,68.8,2026-09-08 11:09:07.151
9821,ST-04,pressure_drop_predictor,drop,0.679,56.9,2026-09-08 11:09:07.177
9822,ST-10,demand_forecaster,348,0.753,80.8,2026-09-08 11:09:07.203
9823,ST-08,pressure_drop_predictor,stable,0.678,55.3,2026-09-08 11:09:07.229
9824,ST-03,leak_detector,normal,0.853,32.8,2026-09-08 11:09:07.255
9825,ST-01,leak_detector,normal,0.903,38.2,2026-09-08 11:09:07.281
9826,ST-05,pressure_drop_predictor,drop,0.963,70.2,2026-09-08 11:09:07.307
9827,ST-03,demand_forecaster,2535,0.616,75.1,2026-09-08 11:09:07.333
9828,ST-04,demand_forecaster,2952,0.653,76.6,2026-09-08 11:09:07.359
9829,ST-10,demand_forecaster,4355,0.644,67.7,2026-09-08 11:09:07.385
9830,ST-10,leak_detector,leak,0.877,36.4,2026-09-08 11:09:07.411
9831,ST-03,demand_forecaster,4235,0.638,88.1,2026-09-08 11:09:07.437
9832,ST-02,demand_forecaster,4780,0.746,78.3,2026-09-08 11:09:07.463
9833,ST-07,demand_forecaster,495,0.819,115.4,2026-09-08 11:09:07.489
9834,ST-09,demand_forecaster,917,0.831,96.0,2026-09-08 11:09:07.516
9835,ST-09,leak_detector,normal,0.829,50.7,2026-09-08 11:09:07.542
9836,ST-04,pressure_drop_predictor,stable,0.85,49.6,2026-09-08 11:09:07.567
9837,ST-09,pressure_drop_predictor,drop,0.57,53.8,2026-09-08 11:09:07.594
9838,ST-02,leak_detector,leak,0.959,36.5,2026-09-08 11:09:07.620
9839,ST-02,demand_forecaster,1372,0.759,72.3,2026-09-08 11:09:07.646
9840,ST-02,demand_forecaster,1212,0.633,99.8,2026-09-08 11:09:07.672
9841,ST-01,demand_forecaster,3483,0.583,86.1,2026-09-08 11:09:07.698
9842,ST-08,leak_detector,leak,0.848,39.3,2026-09-08 11:09:07.724
9843,ST-09,pressure_drop_predictor,stable,0.888,58.5,2026-09-08 11:09:07.750
9844,ST-08,demand_forecaster,3601,0.775,87.0,2026-09-08 11:09:07.776
9845,ST-06,pressure_drop_predictor,stable,0.834,39.2,2026-09-08 11:09:07.803
9846,ST-09,demand_forecaster,3885,0.634,55.5,2026-09-08 11:09:07.829
9847,ST-02,leak_detector,normal,0.857,47.4,2026-09-08 11:09:07.855
9848,ST-08,demand_forecaster,3381,0.79,87.2,2026-09-08 11:09:07.881
9849,ST-07,pressure_drop_predictor,drop,0.584,37.1,2026-09-08 11:09:07.908
9850,ST-05,demand_forecaster,924,0.633,72.5,2026-09-08 11:09:07.933
9851,ST-10,demand_forecaster,3417,0.511,95.5,2026-09-08 11:09:07.959
9852,ST-04,pressure_drop_predictor,stable,0.676,65.4,2026-09-08 11:09:07.985
9853,ST-03,pressure_drop_predictor,stable,0.848,63.1,2026-09-08 11:09:08.011
9854,ST-06,pressure_drop_predictor,stable,0.813,62.0,2026-09-08 11:09:08.038
9855,ST-09,leak_detector,normal,0.863,26.2,2026-09-08 11:09:08.064
9856,ST-05,leak_detector,normal,0.778,37.6,2026-09-08 11:09:08.090
9857,ST-10,demand_forecaster,3434,0.668,75.8,2026-09-08 11:09:08.116
9858,ST-01,leak_detector,leak,0.874,43.1,2026-09-08 11:09:08.142
9859,ST-08,demand_forecaster,4045,0.691,105.7,2026-09-08 11:09:08.168
9860,ST-09,pressure_drop_predictor,drop,0.775,69.4,2026-09-08 11:09:08.194
9861,ST-02,demand_forecaster,4065,0.722,72.8,2026-09-08 11:09:08.221
9862,ST-10,demand_forecaster,2180,0.768,84.8,2026-09-08 11:09:08.247
9863,ST-03,demand_forecaster,865,0.823,57.2,2026-09-08 11:09:08.273
9864,ST-04,pressure_drop_predictor,stable,0.828,44.4,2026-09-08 11:09:08.299
9865,ST-10,pressure_drop_predictor,drop,0.714,63.4,2026-09-08 11:09:08.325
9866,ST-10,pressure_drop_predictor,stable,0.816,62.9,2026-09-08 11:09:08.351
9867,ST-08,leak_detector,normal,0.904,41.4,2026-09-08 11:09:08.377
9868,ST-04,pressure_drop_predictor,drop,0.962,64.0,2026-09-08 11:09:08.403
9869,ST-03,pressure_drop_predictor,stable,0.678,58.5,2026-09-08 11:09:08.429
9870,ST-07,leak_detector,normal,0.949,41.5,2026-09-08 11:09:08.456
9871,ST-03,demand_forecaster,1680,0.771,76.7,2026-09-08 11:09:08.482
9872,ST-04,demand_forecaster,3932,0.733,76.9,2026-09-08 11:09:08.508
9873,ST-01,pressure_drop_predictor,stable,0.73,65.3,2026-09-08 11:09:08.534
9874,ST-09,demand_forecaster,3863,0.818,61.2,2026-09-08 11:09:08.560
9875,ST-03,leak_detector,normal,0.736,29.7,2026-09-08 11:09:08.612
9876,ST-06,demand_forecaster,1471,0.585,72.5,2026-09-08 11:09:08.638
9877,ST-01,demand_forecaster,2685,0.736,66.1,2026-09-08 11:09:08.664
9878,ST-03,demand_forecaster,4897,0.755,79.1,2026-09-08 11:09:08.691
9879,ST-09,demand_forecaster,4336,0.724,105.6,2026-09-08 11:09:08.717
9880,ST-05,demand_forecaster,4303,0.8,67.8,2026-09-08 11:09:08.743
9881,ST-06,pressure_drop_predictor,stable,0.792,48.9,2026-09-08 11:09:08.769
9882,ST-01,pressure_drop_predictor,stable,0.824,53.7,2026-09-08 11:09:08.795
9883,ST-10,demand_forecaster,1243,0.786,70.9,2026-09-08 11:09:08.821
9885,ST-10,pressure_drop_predictor,drop,0.743,41.5,2026-09-08 11:09:08.873
9886,ST-06,leak_detector,leak,0.789,53.3,2026-09-08 11:09:08.900
9887,ST-04,demand_forecaster,2223,0.817,79.6,2026-09-08 11:09:08.926
9888,ST-02,leak_detector,normal,0.848,26.0,2026-09-08 11:09:08.952
9889,ST-04,demand_forecaster,4660,0.503,67.9,2026-09-08 11:09:08.978
9890,ST-09,demand_forecaster,1633,0.745,88.3,2026-09-08 11:09:09.005
9891,ST-02,pressure_drop_predictor,drop,0.902,46.3,2026-09-08 11:09:09.030
9892,ST-08,pressure_drop_predictor,drop,0.808,59.9,2026-09-08 11:09:09.056
9893,ST-09,pressure_drop_predictor,drop,0.888,42.9,2026-09-08 11:09:09.082
9894,ST-07,leak_detector,leak,0.927,39.5,2026-09-08 11:09:09.108
9895,ST-09,pressure_drop_predictor,stable,0.767,55.1,2026-09-08 11:09:09.134
9896,ST-09,pressure_drop_predictor,stable,0.833,57.7,2026-09-08 11:09:09.160
9897,ST-08,demand_forecaster,2851,0.747,93.9,2026-09-08 11:09:09.187
9898,ST-06,leak_detector,normal,0.974,42.7,2026-09-08 11:09:09.212
9899,ST-10,pressure_drop_predictor,stable,0.821,58.5,2026-09-08 11:09:09.239
9900,ST-08,leak_detector,normal,0.978,20.2,2026-09-08 11:09:09.291
9901,ST-10,pressure_drop_predictor,drop,0.918,46.9,2026-09-08 11:09:09.317
9902,ST-06,pressure_drop_predictor,drop,0.722,71.0,2026-09-08 11:09:09.343
9904,ST-10,demand_forecaster,3064,0.698,89.5,2026-09-08 11:09:09.395
9905,ST-04,demand_forecaster,3513,0.754,57.5,2026-09-08 11:09:09.421
9906,ST-07,leak_detector,normal,1,35.2,2026-09-08 11:09:09.447
9908,ST-02,pressure_drop_predictor,stable,0.806,37.0,2026-09-08 11:09:09.498
9909,ST-07,demand_forecaster,4688,0.621,87.2,2026-09-08 11:09:09.524
9910,ST-06,pressure_drop_predictor,drop,0.777,50.8,2026-09-08 11:09:09.550
9911,ST-06,leak_detector,normal,0.951,26.0,2026-09-08 11:09:09.576
9912,ST-02,demand_forecaster,1220,0.627,77.2,2026-09-08 11:09:09.602
9913,ST-01,leak_detector,normal,0.794,39.0,2026-09-08 11:09:09.628
9914,ST-02,pressure_drop_predictor,stable,0.652,66.1,2026-09-08 11:09:09.654
9915,ST-08,leak_detector,normal,0.922,32.1,2026-09-08 11:09:09.680
9916,ST-09,leak_detector,normal,0.94,25.8,2026-09-08 11:09:09.706
9917,ST-06,demand_forecaster,598,0.617,92.2,2026-09-08 11:09:09.732
9918,ST-06,pressure_drop_predictor,stable,0.78,57.2,2026-09-08 11:09:09.759
9919,ST-08,pressure_drop_predictor,drop,0.834,62.0,2026-09-08 11:09:09.785
9920,ST-10,demand_forecaster,3963,0.767,90.3,2026-09-08 11:09:09.811
9921,ST-08,pressure_drop_predictor,drop,0.797,61.5,2026-09-08 11:09:09.837
9922,ST-01,pressure_drop_predictor,drop,0.705,55.4,2026-09-08 11:09:09.863
9923,ST-07,leak_detector,normal,0.919,32.1,2026-09-08 11:09:09.890
9924,ST-01,leak_detector,normal,0.983,33.3,2026-09-08 11:09:09.916
9925,ST-10,pressure_drop_predictor,drop,0.731,52.1,2026-09-08 11:09:09.942
9926,ST-06,leak_detector,normal,1,37.3,2026-09-08 11:09:09.968
9927,ST-10,demand_forecaster,1527,0.661,76.4,2026-09-08 11:09:09.993
9928,ST-04,demand_forecaster,3125,0.922,53.7,2026-09-08 11:09:10.019
9929,ST-06,pressure_drop_predictor,stable,0.717,39.0,2026-09-08 11:09:10.045
9930,ST-08,demand_forecaster,4691,0.71,84.6,2026-09-08 11:09:10.074
9931,ST-09,demand_forecaster,4465,0.771,86.6,2026-09-08 11:09:10.099
9933,ST-06,leak_detector,leak,0.872,36.9,2026-09-08 11:09:10.151
9934,ST-01,leak_detector,normal,0.802,26.1,2026-09-08 11:09:10.177
9935,ST-03,leak_detector,normal,0.899,40.7,2026-09-08 11:09:10.203
9936,ST-06,demand_forecaster,2363,0.702,84.8,2026-09-08 11:09:10.229
9937,ST-08,demand_forecaster,1448,0.735,80.8,2026-09-08 11:09:10.255
9938,ST-02,leak_detector,leak,0.938,29.0,2026-09-08 11:09:10.282
9939,ST-09,demand_forecaster,728,0.748,74.5,2026-09-08 11:09:10.308
9940,ST-06,leak_detector,leak,0.923,41.7,2026-09-08 11:09:10.334
9941,ST-05,pressure_drop_predictor,stable,0.743,59.4,2026-09-08 11:09:10.360
9942,ST-09,demand_forecaster,7,0.723,94.5,2026-09-08 11:09:10.385
9943,ST-05,leak_detector,leak,0.883,31.6,2026-09-08 11:09:10.412
9944,ST-05,leak_detector,normal,0.891,36.7,2026-09-08 11:09:10.438
9945,ST-06,leak_detector,normal,0.857,40.5,2026-09-08 11:09:10.464
9946,ST-10,demand_forecaster,2261,0.662,78.3,2026-09-08 11:09:10.490
9947,ST-05,pressure_drop_predictor,drop,0.851,62.4,2026-09-08 11:09:10.516
9948,ST-01,pressure_drop_predictor,drop,0.548,53.4,2026-09-08 11:09:10.541
